#Organism/Name,BioProject,Group,SubGroup,Size (Mb),GC%,Chromosomes/RefSeq,Chromosomes/INSDC,Plasmids/RefSeq,Plasmids/INSDC,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Status
Eggerthella lenta DSM 2243,PRJNA59079,Actinobacteria,Actinobacteria,3.63226,64.2,NC_013204.1,CP001726.1,-,-,-,1,3184,3070,9/9/2009,12/11/2013,Complete
Nitrosococcus oceani ATCC 19707,PRJNA58403,Proteobacteria,Gammaproteobacteria,3.52211,50.3241,NC_007484.1,CP000127.1,NC_007483.1,CP000126.1,-,2,3185,3017,10/4/2005,1/28/2014,Complete
Fibrobacter succinogenes subsp. succinogenes S85,PRJNA41169,Fibrobacteres/Acidobacteria group,Fibrobacteres,3.84264,48.1,NC_013410.1,CP001792.1,-,-,-,1,3188,3085,10/15/2009,1/28/2014,Complete
Enterococcus casseliflavus EC20,PRJNA55693,Firmicutes,Bacilli,3.42728,42.8,-,-,-,-,-,1,3189,3114,4/11/2013,6/11/2013,Complete
Desulfovibrio vulgaris DP4,PRJNA58679,Proteobacteria,delta/epsilon subdivisions,3.66139,63.1464,NC_008751.1,CP000527.1,NC_008741.1,CP000528.1,-,2,3190,3091,1/3/2007,1/28/2014,Complete
Brachybacterium faecium DSM 4810,PRJNA58649,Actinobacteria,Actinobacteria,3.61499,72,NC_013172.1,CP001643.1,-,-,-,1,3191,3068,8/25/2009,6/27/2013,Complete
Coraliomargarita akajimensis DSM 45221,PRJNA47079,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,3.75077,53.6,NC_014008.1,CP001998.1,-,-,-,1,3192,3120,4/5/2010,1/28/2014,Complete
Brucella ovis ATCC 25840,PRJNA58113,Proteobacteria,Alphaproteobacteria,3.27559,57.2,"NC_009504.1,NC_009505.1","CP000709.1,CP000708.1",-,-,-,2,3197,2889,5/30/2007,6/10/2013,Complete
Nitrobacter winogradskyi Nb-255,PRJNA58295,Proteobacteria,Alphaproteobacteria,3.40209,62,NC_007406.1,CP000115.1,-,-,-,1,3198,3122,9/12/2005,1/28/2014,Complete
Ketogulonicigenium vulgare WSH-001,PRJNA161161,Proteobacteria,Alphaproteobacteria,3.2771,61.7339,NC_017384.1,CP002018.1,"NC_017385.1,NC_017386.1","CP002020.1,CP002019.1",-,3,3198,3054,8/12/2011,7/22/2013,Complete
Ruminococcus obeum A2-162,PRJNA197165,Firmicutes,Clostridia,3.75749,42.6,NC_021022.1,FP929054.1,-,-,-,1,3200,3145,3/25/2010,8/27/2013,Complete
Pseudoxanthomonas spadix BD-a59,PRJNA75113,Proteobacteria,Gammaproteobacteria,3.45255,67.7,NC_016147.2,CP003093.2,-,-,-,1,3202,3149,11/2/2011,1/30/2014,Complete
Lactobacillus plantarum subsp. plantarum P-8,PRJNA203333,Firmicutes,Bacilli,3.22627,44.5615,NC_021224.1,CP005942.1,"NC_021225.1,NC_021226.1,NC_021233.1,NC_021234.1,NC_021228.1,NC_021227.1","CP005944.1,CP005945.1,CP005943.1,CP005946.1,CP005948.1,CP005947.1",-,7,3206,3090,5/14/2013,6/10/2013,Complete
Tannerella forsythia ATCC 43037,PRJNA83157,Bacteroidetes/Chlorobi group,Bacteroidetes,3.40552,47,NC_016610.1,CP003191.1,-,-,-,1,3207,3001,12/15/2011,7/7/2013,Complete
Enterococcus faecium DO,PRJNA55353,Firmicutes,Bacilli,3.05257,37.9158,NC_017960.1,CP003583.1,"NC_017961.1,NC_017962.1,NC_017963.1","CP003584.1,CP003585.1,CP003586.1",-,4,3209,3114,5/25/2012,6/9/2013,Complete
Listeria monocytogenes,PRJNA193768,Firmicutes,Bacilli,2.77652,38.1,NC_020557.1,HE999704.1,-,-,-,1,3216,3131,1/11/2013,6/11/2013,Complete
Syntrophus aciditrophicus SB,PRJNA58539,Proteobacteria,delta/epsilon subdivisions,3.1793,51.5,NC_007759.1,CP000252.1,-,-,-,1,3217,3166,1/26/2006,6/10/2013,Complete
Synechocystis sp. PCC 6803 substr. PCC-P,PRJNA157913,Cyanobacteria,Oscillatoriophycideae,3.57011,47.7,"NC_017039.1,NC_017038.1","AP012278.1,AP012276.1",-,-,-,1,3217,3168,12/2/2011,7/6/2013,Complete
Synechocystis sp. PCC 6803 substr. GT-I,PRJNA158059,Cyanobacteria,Oscillatoriophycideae,3.57,47.7,NC_017052.1,AP012277.1,-,-,-,1,3217,3168,12/2/2011,7/6/2013,Complete
Synechocystis sp. PCC 6803 substr. PCC-N,PRJNA159835,Cyanobacteria,Oscillatoriophycideae,3.5701,47.7,-,-,-,-,-,1,3217,3168,12/2/2011,7/6/2013,Complete
Synechocystis sp. PCC 6803,PRJNA159873,Cyanobacteria,Oscillatoriophycideae,3.5711,47.7,NC_017277.1,AP012205.1,-,-,-,1,3219,3170,7/2/2011,6/11/2013,Complete
Arcobacter nitrofigilis DSM 7299,PRJNA49001,Proteobacteria,delta/epsilon subdivisions,3.19224,28.4,NC_014166.1,CP001999.1,-,-,-,1,3220,3126,5/17/2010,1/28/2014,Complete
Listeria monocytogenes 6179,PRJEB1355,Firmicutes,Bacilli,3.07283,37.8717,-,HG813249.1,-,HG813250.1,-,2,3232,3107,2/10/2014,2/10/2014,Complete
Lactobacillus casei W56,PRJNA178736,Firmicutes,Bacilli,3.1321,46.2533,NC_018641.1,HE970764.1,NC_020057.1,HE970765.1,-,2,3234,3126,9/14/2012,6/11/2013,Complete
Listeria monocytogenes N53-1,PRJNA193767,Firmicutes,Bacilli,2.77685,38.1,NC_020558.1,HE999705.1,-,-,-,1,3235,3150,1/11/2013,6/11/2013,Complete
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,PRJNA59199,Firmicutes,Bacilli,3.20569,61.8577,NC_013205.1,CP001727.1,"NC_013208.1,NC_013206.1,NC_013207.1","CP001730.1,CP001728.1,CP001729.1",-,4,3235,3084,9/9/2009,12/11/2013,Complete
Acidithiobacillus caldus SM-1,PRJNA70791,Proteobacteria,Gammaproteobacteria,3.2376,60.938,NC_015850.1,CP002573.1,"NC_015854.1,NC_015852.1,NC_015853.1,NC_015851.1","CP002577.1,CP002575.1,CP002576.1,CP002574.1",-,5,3235,3182,7/20/2011,1/30/2014,Complete
Anaerolinea thermophila UNI-1,PRJNA62245,Chloroflexi,Anaerolineae,3.53238,53.8,NC_014960.1,AP012029.1,-,-,-,1,3235,3166,1/25/2011,7/6/2013,Complete
Deinococcus radiodurans R1,PRJNA57665,Deinococcus-Thermus,Deinococci,3.28416,66.6067,"NC_001263.1,NC_001264.1","AE000513.1,AE001825.1","NC_000958.1,NC_000959.1","AE001826.1,AE001827.1",-,4,3238,3167,11/2/1999,11/7/2013,Complete
Synechococcus sp. PCC 7002,PRJNA59137,Cyanobacteria,Oscillatoriophycideae,3.40993,49.1616,NC_010475.1,CP000951.1,"NC_010476.1,NC_010474.1,NC_010480.1,NC_010479.1,NC_010477.1,NC_010478.1","CP000952.1,CP000957.1,CP000956.1,CP000955.1,CP000953.1,CP000954.1",-,7,3238,3187,3/14/2008,12/11/2013,Complete
Nitrosomonas sp. AL212,PRJNA55727,Proteobacteria,Betaproteobacteria,3.33702,44.7559,NC_015222.1,CP002552.1,"NC_015223.1,NC_015221.1","CP002553.1,CP002554.1",-,3,3239,2983,3/9/2011,7/6/2013,Complete
Leptospira borgpetersenii serovar Hardjo-bovis str. JB197,PRJNA58509,Spirochaetes,Spirochaetia,3.87623,40.2155,"NC_008510.1,NC_008511.1","CP000350.1,CP000351.1",-,-,-,2,3242,2880,10/13/2006,6/10/2013,Complete
Aequorivita sublithincola DSM 14238,PRJNA168181,Bacteroidetes/Chlorobi group,Bacteroidetes,3.52067,36.2,NC_018013.1,CP003280.1,-,-,-,1,3242,3140,6/8/2012,7/12/2013,Complete
Legionella pneumophila 2300/99 Alcoy,PRJNA48801,Proteobacteria,Gammaproteobacteria,3.51633,38.4,NC_014125.1,CP001828.1,-,-,-,1,3243,3190,5/3/2010,6/10/2013,Complete
Nitrosococcus watsonii C-113,PRJNA50331,Proteobacteria,Gammaproteobacteria,3.37329,50.1211,NC_014315.1,CP002086.1,"NC_014317.1,NC_014316.1","CP002088.1,CP002087.1",-,3,3245,2907,6/25/2010,1/28/2014,Complete
Ignavibacterium album JCM 16511,PRJNA162097,Bacteroidetes/Chlorobi group,Ignavibacteriae,3.659,33.9,NC_017464.1,CP003418.1,-,-,-,1,3245,3195,4/10/2012,6/11/2013,Complete
Robiginitalea biformata HTCC2501,PRJNA58285,Bacteroidetes/Chlorobi group,Bacteroidetes,3.53038,55.3,NC_013222.1,CP001712.1,-,-,-,1,3253,3205,9/11/2009,8/27/2013,Complete
Legionella pneumophila str. Corby,PRJNA58733,Proteobacteria,Gammaproteobacteria,3.57647,38.5,NC_009494.2,CP000675.2,-,-,-,1,3257,3204,5/24/2007,1/30/2014,Complete
Enterococcus casseliflavus EC20,PRJNA55693,Firmicutes,Bacilli,3.42887,42.8,"NC_020995.1,NC_020995.1,NC_020995.1,NC_020995.1","CP004856.1,CP004856.1,CP004856.1,CP004856.1",-,-,AKCC01,1,3260,3183,6/15/2012,4/26/2013,Complete
Sphingopyxis alaskensis RB2256,PRJNA58351,Proteobacteria,Alphaproteobacteria,3.37371,65.4569,NC_008048.1,CP000356.1,NC_008036.1,CP000357.1,-,2,3260,3195,5/11/2006,1/28/2014,Complete
Eubacterium rectale M104/1,PRJNA197162,Firmicutes,Clostridia,3.69842,40.8,NC_021044.1,FP929043.1,-,-,-,1,3261,3206,3/25/2010,8/27/2013,Complete
[Cellvibrio] gilvus ATCC 13127,PRJNA68143,Actinobacteria,Actinobacteria,3.52644,73.8,NC_015671.1,CP002665.1,-,-,-,1,3263,3164,6/15/2011,7/12/2013,Complete
Lactobacillus casei LC2W,PRJNA162121,Firmicutes,Bacilli,3.07743,46.3526,NC_017473.1,CP002616.1,NC_017475.1,CP002617.1,-,2,3264,3164,4/1/2011,6/8/2013,Complete
Brucella melitensis bv. 1 str. 16M,PRJNA57735,Proteobacteria,Alphaproteobacteria,3.29493,57.2357,"NC_003318.1,NC_003317.1","AE008918.1,AE008917.1",-,-,-,2,3264,3198,11/13/2001,6/27/2013,Complete
Xanthomonas albilineans GPE PC73,PRJNA43163,Proteobacteria,Gammaproteobacteria,3.8523,62.9055,NC_013722.1,FP565176.1,"NC_017557.1,NC_017555.1,NC_017556.1","FP340279.1,FP340277.1,FP340278.1",-,4,3266,3208,1/7/2010,6/8/2013,Complete
Hirschia baltica ATCC 49814,PRJNA59365,Proteobacteria,Alphaproteobacteria,3.54011,45.1594,NC_012982.1,CP001678.1,NC_012983.1,CP001679.1,-,2,3269,3187,7/17/2009,1/28/2014,Complete
Gluconacetobacter xylinus NBRC 3288,PRJNA46523,Proteobacteria,Alphaproteobacteria,3.51319,60.569,NC_016027.1,AP012159.1,"NC_016900.1,NC_016021.1,NC_016030.1,NC_016022.1,NC_016028.1,NC_016029.1,NC_016037.1","AP012165.1,AP012161.1,AP012166.1,AP012163.1,AP012162.1,AP012164.1,AP012160.1",-,8,3270,3195,9/23/2011,6/8/2013,Complete
Leptospira borgpetersenii serovar Hardjo-bovis str. L550,PRJNA58507,Spirochaetes,Spirochaetia,3.93178,40.2,"NC_008508.1,NC_008509.1","CP000348.1,CP000349.1",-,-,-,2,3273,2945,10/13/2006,6/27/2013,Complete
Legionella pneumophila str. Paris,PRJNA58211,Proteobacteria,Gammaproteobacteria,3.6355,38.3637,NC_006368.1,CR628336.1,NC_006365.1,CR628338.1,-,2,3278,3166,10/3/2004,5/23/2013,Complete
Clavibacter michiganensis subsp. sepedonicus,PRJNA61577,Actinobacteria,Actinobacteria,3.40379,72.4187,NC_010407.1,AM849034.1,"NC_010399.1,NC_010408.1","AM849035.1,AM849036.1",-,3,3281,3116,2/12/2008,6/7/2013,Complete
Rubrobacter xylanophilus DSM 9941,PRJNA58057,Actinobacteria,Actinobacteria,3.22575,70.5,NC_008148.1,CP000386.1,-,-,-,1,3281,3140,6/9/2006,1/28/2014,Complete
Sphaerochaeta pleomorpha str. Grapes,PRJNA82365,Spirochaetes,Spirochaetia,3.59085,46.2,NC_016633.1,CP003155.1,-,-,-,1,3283,3159,12/5/2011,7/22/2013,Complete
Rhodospirillum photometricum DSM 122,PRJNA159003,Proteobacteria,Alphaproteobacteria,3.87629,64.7,NC_017059.1,HE663493.1,-,-,-,1,3284,3281,2/23/2012,6/11/2013,Complete
Desulfovibrio vulgaris str. 'Miyazaki F',PRJNA59089,Proteobacteria,delta/epsilon subdivisions,4.0403,67.1,NC_011769.1,CP001197.1,-,-,-,1,3286,3180,12/24/2008,12/11/2013,Complete
Brucella canis str. Oliveri,PRJEB4803,Proteobacteria,Alphaproteobacteria,3.31866,57.2364,-,"HG803176.1,HG803175.1",-,-,-,2,3288,3287,1/23/2014,1/23/2014,Complete
Frateuria aurantia DSM 6220,PRJNA81775,Proteobacteria,Gammaproteobacteria,3.60346,63.4,NC_017033.1,CP003350.1,-,-,-,1,3288,3101,3/2/2012,7/22/2013,Complete
Brucella melitensis NI,PRJNA158853,Proteobacteria,Alphaproteobacteria,3.29447,57.2357,"NC_017283.1,NC_017248.1","CP002932.1,CP002931.1",-,-,-,2,3290,3229,10/6/2011,1/30/2014,Complete
Bacteriovorax marinus SJ,PRJNA82341,Proteobacteria,delta/epsilon subdivisions,3.43791,36.6997,NC_016620.1,FQ312005.1,NC_019100.1,HE610506.1,-,2,3292,3231,7/23/2010,6/9/2013,Complete
Tolumonas auensis DSM 9187,PRJNA59395,Proteobacteria,Gammaproteobacteria,3.47129,49,NC_012691.1,CP001616.1,-,-,-,1,3292,3130,5/13/2009,1/28/2014,Complete
Ruminococcus sp. SR1/5,PRJNA197156,Firmicutes,Clostridia,3.54561,44.2,NC_021014.1,FP929053.1,-,-,-,1,3293,3240,3/25/2010,8/27/2013,Complete
Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1,PRJNA158681,Firmicutes,Bacilli,3.12405,61.5,NC_017167.1,CP002902.1,-,-,-,1,3297,3208,7/5/2011,6/11/2013,Complete
Lactobacillus casei BD-II,PRJNA162119,Firmicutes,Bacilli,3.12729,46.2523,NC_017474.1,CP002618.1,NC_017476.1,CP002619.1,-,2,3300,3199,4/1/2011,6/8/2013,Complete
Sulfurospirillum multivorans DSM 12446,PRJNA84417,Proteobacteria,delta/epsilon subdivisions,3.17573,40.9,-,CP007201.1,-,-,-,1,3301,3233,2/13/2014,2/13/2014,Complete
Alistipes finegoldii DSM 17242,PRJNA168180,Bacteroidetes/Chlorobi group,Bacteroidetes,3.73424,56.6,NC_018011.1,CP003274.1,-,-,-,1,3302,3110,6/8/2012,7/17/2013,Complete
Enterococcus mundtii QU 25,PRJNA229420,Firmicutes,Bacilli,3.35106,38.3228,NC_022878.1,AP013036.1,"NC_022879.1,NC_022884.1,NC_022881.1,NC_022880.1,NC_022883.1","AP013037.1,AP013040.1,AP013041.1,AP013039.1,AP013038.1",-,6,3302,3221,11/20/2013,11/20/2013,Complete
Acidithiobacillus ferrooxidans ATCC 23270,PRJNA57649,Proteobacteria,Gammaproteobacteria,2.9824,58.8,NC_011761.1,CP001219.1,-,-,-,1,3303,3147,12/19/2008,6/27/2013,Complete
Salinibacter ruber M8,PRJNA47323,Bacteroidetes/Chlorobi group,Bacteroidetes,3.83292,65.8339,NC_014032.1,FP565814.1,"NC_014157.1,NC_014026.1,NC_014030.1,NC_014028.1","FP565813.1,FP565810.1,FP565812.1,FP565811.1",-,5,3303,3257,4/7/2010,6/8/2013,Complete
Enterococcus faecium Aus0085,PRJNA214432,Firmicutes,Bacilli,3.23928,37.947,NC_021994.1,CP006620.1,"NC_021995.1,NC_021989.1,NC_021987.1,NC_021996.1,NC_021988.1,NC_021990.1","CP006622.1,CP006624.1,CP006621.1,CP006625.1,CP006623.1,CP006626.1",-,7,3317,3221,8/6/2013,8/6/2013,Complete
Thiomonas intermedia K12,PRJNA48825,Proteobacteria,Betaproteobacteria,3.4621,63.8464,NC_014153.1,CP002021.1,"NC_014155.1,NC_014154.1","CP002023.1,CP002022.1",-,3,3321,3172,5/5/2010,1/28/2014,Complete
Desulfotalea psychrophila LSv54,PRJNA58153,Proteobacteria,delta/epsilon subdivisions,3.65963,46.6208,NC_006138.1,CR522870.1,"NC_006139.1,NC_006140.1","CR522871.1,CR522872.1",-,3,3322,3234,7/31/2004,5/23/2013,Complete
Desulfococcus oleovorans Hxd3,PRJNA58777,Proteobacteria,delta/epsilon subdivisions,3.94417,56.2,NC_009943.1,CP000859.1,-,-,-,1,3323,3265,10/19/2007,12/11/2013,Complete
Legionella pneumophila subsp. pneumophila,PRJNA170535,Proteobacteria,Gammaproteobacteria,3.61769,38.3875,NC_018139.1,FQ958210.1,NC_018141.1,FQ958212.1,-,2,3327,3221,7/11/2012,6/11/2013,Complete
Exiguobacterium sp. MH3,PRJNA227425,Firmicutes,Bacilli,3.16419,47.2,NC_022794.1,CP006866.1,-,-,-,1,3332,3203,11/12/2013,12/24/2013,Complete
Laribacter hongkongensis HLHK9,PRJNA59265,Proteobacteria,Betaproteobacteria,3.16933,62.4,NC_012559.1,CP001154.1,-,-,-,1,3333,3235,4/14/2009,6/10/2013,Complete
Marichromatium purpuratum 984,PRJNA62513,Proteobacteria,Gammaproteobacteria,3.77911,67.9,-,CP007031.1,-,-,-,1,3333,3256,1/3/2014,1/3/2014,Complete
Oceanimonas sp. GK1,PRJNA81627,Proteobacteria,Gammaproteobacteria,3.52724,61.0773,NC_016745.1,CP003171.1,"NC_016746.1,NC_016747.1","CP003172.1,CP003173.1",-,3,3333,3221,1/19/2012,6/8/2013,Complete
Phycisphaera mikurensis NBRC 102666,PRJNA157331,Planctomycetes,Phycisphaerae,3.88438,73.2311,NC_017080.1,AP012338.1,NC_017081.1,AP012339.1,-,2,3334,3282,3/29/2012,6/8/2013,Complete
Acidithiobacillus ferrivorans SS3,PRJNA67387,Proteobacteria,Gammaproteobacteria,3.20755,56.6,NC_015942.1,CP002985.1,-,-,-,1,3335,3093,8/17/2011,6/11/2013,Complete
Desulfovibrio vulgaris RCH1,PRJNA161961,Proteobacteria,delta/epsilon subdivisions,3.73436,63.2409,NC_017310.1,CP002297.1,NC_017311.1,CP002298.1,-,2,3338,3221,11/5/2010,6/11/2013,Complete
Brucella canis HSK A52141,PRJNA83613,Proteobacteria,Alphaproteobacteria,3.27751,57.2357,"NC_016796.1,NC_016778.1","CP003175.1,CP003174.1",-,-,-,2,3342,3280,12/15/2011,6/11/2013,Complete
Brucella melitensis ATCC 23457,PRJNA59241,Proteobacteria,Alphaproteobacteria,3.31122,57.2358,"NC_012441.1,NC_012442.1","CP001488.1,CP001489.1",-,-,-,2,3347,3135,3/25/2009,6/10/2013,Complete
Lactobacillus plantarum ZJ316,PRJNA188689,Firmicutes,Bacilli,3.29976,44.4457,NC_020229.1,CP004082.1,"NC_021912.1,NC_021903.1,NC_021904.1","CP006249.1,CP006247.1,CP006248.1",-,4,3352,3276,2/6/2013,6/11/2013,Complete
Brucella abortus bv. 1 str. 9-941,PRJNA58019,Proteobacteria,Alphaproteobacteria,3.28645,57.2354,"NC_006933.1,NC_006932.1","AE017224.1,AE017223.1",-,-,-,2,3355,3084,4/5/2005,6/27/2013,Complete
Desulfarculus baarsii DSM 2075,PRJNA51371,Proteobacteria,delta/epsilon subdivisions,3.65573,65.7,NC_014365.1,CP002085.1,-,-,-,1,3355,3277,7/29/2010,1/28/2014,Complete
Ketogulonicigenium vulgare Y25,PRJNA59581,Proteobacteria,Alphaproteobacteria,3.2884,61.7422,NC_014625.1,CP002224.1,"NC_014626.1,NC_014621.1","CP002226.1,CP002225.1",-,3,3358,3213,10/15/2010,1/30/2014,Complete
Cellulophaga lytica DSM 7489,PRJNA63401,Bacteroidetes/Chlorobi group,Bacteroidetes,3.76594,32.1,NC_015167.1,CP002534.1,-,-,-,1,3358,3284,2/28/2011,7/6/2013,Complete
Herminiimonas arsenicoxydans,PRJNA58291,Proteobacteria,Betaproteobacteria,3.42431,54.3,NC_009138.1,CU207211.1,-,-,-,1,3360,3294,3/13/2007,8/26/2013,Complete
Clostridium thermocellum ATCC 27405,PRJNA57917,Firmicutes,Clostridia,3.8433,39,NC_009012.1,CP000568.1,-,-,-,1,3363,3173,2/14/2007,1/28/2014,Complete
Desulfovibrio alaskensis G20,PRJNA57941,Proteobacteria,delta/epsilon subdivisions,3.73023,57.8,NC_007519.1,CP000112.1,-,-,-,1,3364,3258,10/28/2005,1/28/2014,Complete
Allochromatium vinosum DSM 180,PRJNA46083,Proteobacteria,Gammaproteobacteria,3.66907,64.2117,NC_013851.1,CP001896.1,"NC_013852.1,NC_013862.1","CP001897.1,CP001898.1",-,3,3366,3220,2/16/2010,1/28/2014,Complete
Deinococcus maricopensis DSM 21211,PRJNA62225,Deinococcus-Thermus,Deinococci,3.49853,69.8,NC_014958.1,CP002454.1,-,-,-,1,3367,3264,1/20/2011,7/6/2013,Complete
Thioalkalivibrio sulfidophilus HL-EbGr7,PRJNA59179,Proteobacteria,Gammaproteobacteria,3.46455,65.1,NC_011901.1,CP001339.1,-,-,-,1,3372,3283,1/13/2009,12/24/2013,Complete
Clostridium sp. M2/40,PRJEB4995,Firmicutes,Clostridia,3.61702,29.4714,-,"HG917868.1,HG917869.1",-,-,-,2,3374,3293,2/11/2014,2/11/2014,Complete
Clostridium botulinum E3 str. Alaska E43,PRJNA59157,Firmicutes,Clostridia,3.65964,27.4,NC_010723.1,CP001078.1,-,-,-,1,3380,3257,5/16/2008,6/10/2013,Complete
Legionella pneumophila subsp. pneumophila LPE509,PRJNA193710,Proteobacteria,Gammaproteobacteria,3.50771,38.3419,NC_020521.1,CP003885.1,NC_020522.1,CP003886.1,-,2,3383,3331,3/20/2013,6/18/2013,Complete
Edwardsiella tarda FL6-60,PRJNA159657,Proteobacteria,Gammaproteobacteria,3.7288,59.7004,NC_017309.1,CP002154.1,NC_017318.1,CP002155.1,-,2,3389,3256,8/26/2010,1/30/2014,Complete
Brevundimonas subvibrioides ATCC 15264,PRJNA42117,Proteobacteria,Alphaproteobacteria,3.44526,68.4,NC_014375.1,CP002102.1,-,-,-,1,3393,3327,8/5/2010,12/31/2013,Complete
Kyrpidia tusciae DSM 2912,PRJNA48361,Firmicutes,Bacilli,3.38477,59.1,NC_014098.1,CP002017.1,-,-,-,1,3399,3150,4/29/2010,12/11/2013,Complete
Brucella abortus A13334,PRJNA83615,Proteobacteria,Alphaproteobacteria,3.28603,57.2354,"NC_016795.1,NC_016777.1","CP003176.1,CP003177.1",-,-,-,2,3401,3338,12/15/2011,6/11/2013,Complete
Desulfovibrio aespoeensis Aspo-2,PRJNA42613,Proteobacteria,delta/epsilon subdivisions,3.62911,62.6,NC_014844.1,CP002431.1,-,-,-,1,3406,3304,1/4/2011,7/6/2013,Complete
Acinetobacter sp. ADP1,PRJNA61597,Proteobacteria,Gammaproteobacteria,3.59862,40.4,NC_005966.1,CR543861.1,-,-,-,1,3407,3307,6/30/2004,6/10/2013,Complete
Desulfobulbus propionicus DSM 2032,PRJNA62265,Proteobacteria,delta/epsilon subdivisions,3.85187,58.9,NC_014972.1,CP002364.1,-,-,-,1,3408,3283,1/27/2011,7/6/2013,Complete
Chromohalobacter salexigens DSM 3043,PRJNA62921,Proteobacteria,Gammaproteobacteria,3.69665,63.9,NC_007963.1,CP000285.1,-,-,-,1,3409,3298,4/11/2006,1/28/2014,Complete
Brucella microti CCM 4915,PRJNA59319,Proteobacteria,Alphaproteobacteria,3.33737,57.2366,"NC_013119.1,NC_013118.1","CP001578.1,CP001579.1",-,-,-,2,3410,3282,8/18/2009,1/30/2014,Complete
Enterococcus faecalis V583,PRJNA57669,Firmicutes,Bacilli,3.35997,37.3546,NC_004668.1,AE016830.1,"NC_004670.1,NC_004669.1,NC_004671.1","AE016832.1,AE016833.1,AE016831.1",-,4,3412,3264,3/28/2003,7/22/2013,Complete
Brucella canis ATCC 23365,PRJNA59009,Proteobacteria,Alphaproteobacteria,3.31277,57.2364,"NC_010104.1,NC_010103.1","CP000873.1,CP000872.1",-,-,-,2,3416,3249,11/29/2007,6/27/2013,Complete
Brucella melitensis biovar Abortus 2308,PRJNA62937,Proteobacteria,Alphaproteobacteria,3.27831,57.2353,"NC_007618.1,NC_007624.1","AM040264.1,AM040265.1",-,-,-,2,3418,3034,11/22/2005,6/10/2013,Complete
Bacillus selenitireducens MLS10,PRJNA49513,Firmicutes,Bacilli,3.59249,48.7,NC_014219.1,CP001791.1,-,-,-,1,3420,3255,5/28/2010,12/11/2013,Complete
Bacillus coagulans 36D1,PRJNA54335,Firmicutes,Bacilli,3.55223,46.5,NC_016023.1,CP003056.1,-,-,-,1,3420,3290,9/23/2011,12/11/2013,Complete
Brucella melitensis M5-90,PRJNA158855,Proteobacteria,Alphaproteobacteria,3.31223,57.2358,"NC_017247.1,NC_017246.1","CP001852.1,CP001851.1",-,-,-,2,3421,3357,3/22/2011,6/11/2013,Complete
Desulfotomaculum reducens MI-1,PRJNA58277,Firmicutes,Clostridia,3.6081,42.3,NC_009253.1,CP000612.1,-,-,-,1,3423,3276,3/24/2007,1/28/2014,Complete
Brucella suis ATCC 23445,PRJNA59015,Proteobacteria,Alphaproteobacteria,3.32461,57.1843,"NC_010169.1,NC_010167.1","CP000911.1,CP000912.1",-,-,-,2,3425,3240,12/20/2007,6/10/2013,Complete
Brucella melitensis M28,PRJNA158857,Proteobacteria,Alphaproteobacteria,3.31175,57.2358,"NC_017245.1,NC_017244.1","CP002460.1,CP002459.1",-,-,-,2,3427,3363,3/18/2011,6/11/2013,Complete
Desulfovibrio piezophilus C1TLV30,PRJNA190704,Proteobacteria,delta/epsilon subdivisions,3.6461,50,NC_020409.1,FO203427.1,-,-,-,1,3430,3353,2/19/2013,8/28/2013,Complete
Roseburia hominis A2-183,PRJNA73419,Firmicutes,Clostridia,3.59212,48.5,NC_015977.1,CP003040.1,-,-,-,1,3432,3362,9/6/2011,6/11/2013,Complete
Propionibacterium acidipropionici ATCC 4875,PRJNA179069,Actinobacteria,Actinobacteria,3.65617,68.8,NC_019395.1,CP003493.1,-,-,-,1,3433,3336,11/6/2012,1/6/2014,Complete
Bacteroides helcogenes P 36-108,PRJNA62135,Bacteroidetes/Chlorobi group,Bacteroidetes,3.99891,44.7,NC_014933.1,CP002352.1,-,-,-,1,3436,3244,1/18/2011,1/8/2014,Complete
Brucella suis 1330,PRJNA159871,Proteobacteria,Alphaproteobacteria,3.31516,57.2364,"NC_017250.1,NC_017251.1","CP002998.1,CP002997.1",-,-,-,2,3437,3266,8/10/2011,1/31/2014,Complete
Cyanobium gracile PCC 6307,PRJNA182931,Cyanobacteria,Oscillatoriophycideae,3.34236,68.7,NC_019675.1,CP003495.1,-,-,-,1,3437,3280,12/4/2012,7/22/2013,Complete
Brucella suis VBI22,PRJNA83617,Proteobacteria,Alphaproteobacteria,3.31609,57.2364,"NC_016797.1,NC_016775.1","CP003128.1,CP003129.1",-,-,-,2,3438,3270,11/28/2011,12/23/2013,Complete
Syntrophobotulus glycolicus DSM 8271,PRJNA63343,Firmicutes,Clostridia,3.40674,46.4,NC_015172.1,CP002547.1,-,-,-,1,3438,3251,3/1/2011,1/6/2014,Complete
Vibrio cholerae LMA3984-4,PRJNA159541,Proteobacteria,Gammaproteobacteria,3.73872,47.9734,"NC_017270.1,NC_017269.1","CP002555.1,CP002556.1",-,-,-,2,3442,3153,4/5/2011,6/11/2013,Complete
Desulfovibrio gigas DSM 1382 = ATCC 19364,PRJNA221293,Proteobacteria,delta/epsilon subdivisions,3.79602,63.6919,NC_022444.1,CP006585.1,NC_022436.1,CP006586.1,-,2,3444,3343,9/18/2013,9/24/2013,Complete
